HEAD	id	access_class	last_access	read_security_id	write_security_id	object_name	access_class_context	owner	longitude	latitude	tag0	tag1	tag2	tag3	tag4	tag5	tag6	tag7	tag8	tag9	payload
DATA	2662	CO_US_Place	1/2/70 0:00	0	0	Surrender For Freedom	NULL	NULL	-79.778938	36.055935	Saint James Presbyterian Church	820 Ross Ave		Greensboro	Guilford	NC	27406	US	1	19:30:00	NULL
DATA	2663	CO_US_Place	1/2/70 0:00	0	0	NA Meeting	NULL	NULL	-6.1590205	54.2368504		"Ward 15, Downshire Hospital, Downpatrick, Co. Down"			Down			Northern Ireland	2	20:00:00	NULL
DATA	2664	CO_US_Place	1/2/70 0:00	0	0	NA Meeting	NULL	NULL	-6.7580476	54.5089191	Breakthru Centre	"18 Killymeal Road, Dungannon, Co. Tyrone"			Tyrone			Northern Ireland	2	20:00:00	NULL
DATA	2665	CO_US_Place	1/2/70 0:00	0	0	Bara för idag	NULL	NULL	17.0166029	59.3742499		Dalsängsgatan 15A		Strängnäs		Södermanland	645 32	Sverige	2	19:00:00	NULL
DATA	2666	CO_US_Place	1/2/70 0:00	0	0	EnglarNA	NULL	NULL	12.8698913	56.2398695	Källaringången	Planteringsvägen 11E		Ängelholm		Skåne	262 51	Sverige	2	19:00:00	NULL
DATA	2667	CO_US_Place	1/2/70 0:00	0	0	Keep it Real	NULL	NULL	-86.457847	35.488596		206 Madison St		Shelbyville		TN	37160	US	1	14:00:00	NULL
DATA	2668	CO_US_Place	1/2/70 0:00	0	0	Serenity Group	NULL	NULL	-84.591532	35.4400782	St. Paul Episcopal Church	126 South Jackson St.		Athens		TN	37303	US	1	15:00:00	NULL
DATA	2669	CO_US_Place	1/2/70 0:00	0	0	Solutions with Serenity	NULL	NULL	-78.8987185	36.7021137	First Presbyterian Church	800 North Main Street		South Boston	Halifax County	VA	24592	US	4	18:00:00	NULL
DATA	2670	CO_US_Place	1/2/70 0:00	0	0	Living Clean: The Journey Continues	NULL	NULL	-77.4443766	37.5574389	Caritas Day-Site	1532 High Street		Richmond		VA	23220	US	4	18:00:00	NULL
DATA	2671	CO_US_Place	1/2/70 0:00	0	0	New Gift Called Life	NULL	NULL	-76.9724209	38.8726091	Grace Memorial Baptist Church	2407 Minnesota Avenue SE		Washington		DC	20020	US	4	18:30:00	NULL
DATA	2672	CO_US_Place	1/2/70 0:00	0	0	NA Kalmar	NULL	NULL	16.356121	56.666555	"Skapandehuset, plan 3"	Malmbrogatan 7		Kalmar		Kalmar	392 35	Sverige	2	19:00:00	NULL
DATA	2673	CO_US_Place	1/2/70 0:00	0	0	New Way to Live Group	NULL	NULL	-85.047776	35.9709519	Fourth Dimension Club	2229 West Ave.		Crossville		TN	38555	US	1	17:30:00	NULL
DATA	2674	CO_US_Place	1/2/70 0:00	0	0	Message of Recovery	NULL	NULL	-117.5444412	33.93493962	Cowboy Church	3625 Corona Avenue		Norco			92860	US	7	19:30:00	NULL
DATA	2675	CO_US_Place	1/2/70 0:00	0	0	reNA NAtta Göteborg	NULL	NULL	11.917782	57.696793	Vägen ut! Kajskjul 46	Fiskhamnsgatan 41 B		Göteborg		Västra Götaland	414 58	US	6	21:00:00	NULL
DATA	2676	CO_US_Place	1/2/70 0:00	0	0	Living Clean Book Study	NULL	NULL	-118.396423	34.1796665	Spirit of Studio 12	6006 Laurel Canyon Blvd		North Hollywood			91606	US	7	12:00:00	NULL
DATA	2677	CO_US_Place	1/2/70 0:00	0	0	Progress Not Perfection	NULL	NULL	-86.7406139	36.1834599	Eastland Christian Church	1601 Eastland Ave		Nashville		TN	37206	US	1	18:00:00	NULL
DATA	2678	CO_US_Place	1/2/70 0:00	0	0	Rena NAtta	NULL	NULL	13.0029948	55.5941057		Kapellgatan 6		Malmö		Skåne	214 21	Sverige	6	23:00:00	NULL
DATA	2679	CO_US_Place	1/2/70 0:00	0	0	Spirit of NA	NULL	NULL	-118.3964046	34.1796869	Spirit Of Studio 12	6006 Laurel Canyon Boulevard		North Hollywood			91606	US	7	15:00:00	NULL
DATA	2680	CO_US_Place	1/2/70 0:00	0	0	Progressive Jackpot	NULL	NULL	-118.3961724	34.17972553	Spirit Of Studio 12	6006 Laurel Canyon Boulevard		North Hollywood			91606	US	7	7:45:00	NULL
DATA	2681	CO_US_Place	1/2/70 0:00	0	0	Street Survivors	NULL	NULL	-77.43269205	38.88826034	A New Beginning Treatment Center	4213 Walney Road		Chantilly		VA	20151	US	7	19:30:00	NULL
DATA	2682	CO_US_Place	1/2/70 0:00	0	0	Solo Por Hoy	NULL	NULL	-119.1915321	34.20032053		705 South Oxnard Boulevard		Oxnard			93030	US	7	19:30:00	NULL
DATA	2683	CO_US_Place	1/2/70 0:00	0	0	Tercera Tradicion	NULL	NULL	-118.4017628	34.2653859		12291 Osborne Street		Pacoima			91331	US	7	19:00:00	NULL
DATA	2684	CO_US_Place	1/2/70 0:00	0	0	Straight from the Heart	NULL	NULL	-118.09754	34.5732	Saint Stephen\'s Church	1737 East Avenue R		Palmdale			93550	US	7	20:00:00	NULL
DATA	2685	CO_US_Place	1/2/70 0:00	0	0	Twin Cities Group	NULL	NULL	78.501785	17.438939	St Francis Girls High School	St Francis Road		Secunderabad		Andhra Pradesh	500025	IN	4	19:00:00	NULL
DATA	2686	CO_US_Place	1/2/70 0:00	0	0	Start Over Group of NA	NULL	NULL	-77.9955117	35.3809295	Saint Paul\'s Church	204 East Chestnut St		Goldsboro	Wayne	NC	27530	US	1	19:30:00	NULL
DATA	2687	CO_US_Place	1/2/70 0:00	0	0	2nd Chance Group	NULL	NULL	-85.8913203	42.2204276	First Presbyterian Church	120 Pine St.		Paw Paw		MI		US	6	19:00:00	NULL
DATA	2688	CO_US_Place	1/2/70 0:00	0	0	Buchanan Fellowship Group	NULL	NULL	-86.3615183	41.8260854	First United Methodist Church	132 S. Oak St.		Buchanan		MI		US	6	19:00:00	NULL
DATA	2689	CO_US_Place	1/2/70 0:00	0	0	Friday Night Freedom	NULL	NULL	-85.8526189	42.5278344	Episcopal Church of the Good Shepard	101 N. Walnut St.		Allegan		MI		US	6	19:00:00	NULL
DATA	2690	CO_US_Place	1/2/70 0:00	0	0	Let\'s Stay Together	NULL	NULL	-86.4520579	42.113751	Progressive Missionary Baptist Church	245 Pipestone Rd.		Benton Harbor		MI		US	6	19:00:00	NULL
DATA	2691	CO_US_Place	1/2/70 0:00	0	0	T.G.I.F.	NULL	NULL	-85.6853122	42.9859269	Trinity Reformed Church	1224 Davis Ave. NW		Grand Rapids		MI		US	6	19:00:00	NULL
DATA	2692	CO_US_Place	1/2/70 0:00	0	0	Staying in the Solution	NULL	NULL	-85.638352	43.093924	Church of the Holy Spirit	1200 Post Drive NE		Belmont		MI		US	6	19:00:00	NULL
DATA	2693	CO_US_Place	1/2/70 0:00	0	0	Just right Friday night	NULL	NULL	-83.133804	42.4580244		143 Albany St		Ferndale		MI	48220	US	6	19:00:00	NULL
DATA	2694	CO_US_Place	1/2/70 0:00	0	0	Sindsro	NULL	NULL	10.395578	55.397441	Vor frue kirke	Frue Kirkestræde 12b		Odense			5000	US	1	15:00:00	NULL
DATA	2695	CO_US_Place	1/2/70 0:00	0	0	Nykommer møde Frihed	NULL	NULL	12.5361159	55.6523707	Medborgerhuset	Peter sabroes gade 1		København SV			2450	US	1	16:00:00	NULL
DATA	2696	CO_US_Place	1/2/70 0:00	0	0	Literature & Light Group	NULL	NULL	-117.6781797	35.63031432	Grace Lutheran Church	502 North Norma Street		Ridgecrest			93555	US	2	19:30:00	NULL
DATA	2697	CO_US_Place	1/2/70 0:00	0	0	International City Group	NULL	NULL	-83.61353	32.621097	Warner Robins First United Methodist Church	205 N. Davis Dr..		Warner Robins		GA	31093	US	1	19:30:00	NULL
DATA	2698	CO_US_Place	1/2/70 0:00	0	0	Skipper Skræk	NULL	NULL	12.529368	55.6798608	Solberg Kirke	Howitzvej 30		Frederiksberg c			2000	US	1	18:30:00	NULL
DATA	2699	CO_US_Place	1/2/70 0:00	0	0	Håbet (Plexus)	NULL	NULL	10.206312	56.1602454		Nørre Allé 30		Aarhus			8000	US	1	19:00:00	NULL
DATA	2700	CO_US_Place	1/2/70 0:00	0	0	Phoenix Group	NULL	NULL	-82.8760361	32.5382288		629 Broad St		E Dublin		GA	31021	US	1	19:30:00	NULL
DATA	2701	CO_US_Place	1/2/70 0:00	0	0	Recovery at Noon	NULL	NULL	-118.1243563	34.66814084		339 East Avenue K-8		Lancaster			93535	US	6	12:00:00	NULL
DATA	2702	CO_US_Place	1/2/70 0:00	0	0	Wake Up To Reality	NULL	NULL	-118.1174061	34.5745278		38130 6th Street East		Palmdale			93550	US	7	7:00:00	NULL
DATA	2703	CO_US_Place	1/2/70 0:00	0	0	Nuevo Amanecer	NULL	NULL	-118.428196	34.221357		13550 Roscoe Boulevard		Panorama City			91402	US	7	12:00:00	NULL
DATA	2704	CO_US_Place	1/2/70 0:00	0	0	Nuevo Amanecer	NULL	NULL	-118.428196	34.221357		13550 Roscoe Boulevard		Panorama City			91402	US	7	19:00:00	NULL
DATA	2705	CO_US_Place	1/2/70 0:00	0	0	Do It In The Dark	NULL	NULL	-117.202045	34.045802	Redlands Unity Club	1307 Brookside Avenue		Redlands		CA	92373	US	7	21:00:00	NULL
DATA	2706	CO_US_Place	1/2/70 0:00	0	0	Welcome to Recovery	NULL	NULL	-118.356675	33.8643922	El Nido Park	18301 Kingsdale Avenue		Redondo Beach		CA	90278	US	7	19:00:00	NULL
DATA	2707	CO_US_Place	1/2/70 0:00	0	0	Bermuda Triangle	NULL	NULL	-117.3691535	34.13182421	Bethany Presbyterian Church	1773 North Riverside Avenue		Rialto		CA	92376	US	7	23:00:00	NULL
DATA	2708	CO_US_Place	1/2/70 0:00	0	0	NA Meeting	NULL	NULL	-6.0442709	54.513456	"Bannister Room, Bridge Community Center"	"50 Railway St, Lisburn, Co. Down"			Down			Northern Ireland	4	20:00:00	NULL
DATA	2709	CO_US_Place	1/2/70 0:00	0	0	Women’s Group	NULL	NULL	-6.2548395	53.3510589	Teach Mhuire (up the steps to the right of Teach Mhuire cafe - top floor)	"38/39 Lower Gardiner Street, Dublin 1"			Dublin			Ireland	4	20:00:00	NULL
DATA	2710	CO_US_Place	1/2/70 0:00	0	0	Afternoon Delight	NULL	NULL	-118.3087599	33.98822832	Greater Los Angeles Clubhouse	5852 South Western Avenue		Los Angeles			90047	US	6	13:00:00	NULL
DATA	2711	CO_US_Place	1/2/70 0:00	0	0	Fullerton Tuesday Group	NULL	NULL	-117.9216988	33.8709399	United First Methodist Church	114 North Pomona		Fullerton			92832	US	3	19:30:00	NULL
DATA	2712	CO_US_Place	1/2/70 0:00	0	0	New Realities Group	NULL	NULL	-84.8618102	35.1566554	Cross Point Church	450 Lang St.		Cleveland		TN	37311	US	1	18:00:00	NULL
DATA	2713	CO_US_Place	1/2/70 0:00	0	0	New Beginnings Group	NULL	NULL	77.332302	28.363747	Sur Samarak Surdas Park	"St Surdas Marg, Sector-8"		Faridabad		HAR	121006	India	4	19:00:00	NULL
DATA	2714	CO_US_Place	1/2/70 0:00	0	0	Kraftkällan	NULL	NULL	15.6257921	60.6084047	Gamla Elverket (Globen)	Ölandsgatan 12D		Falun		Dalarna	791 60	Sverige	2	19:00:00	NULL
DATA	2715	CO_US_Place	1/2/70 0:00	0	0	The Next Right Thing	NULL	NULL	-85.2760863	35.0017942	Eastlake Senior Citizens Center	3210 15th Avenue		Chattanooga		TN	37407	US	1	18:00:00	NULL
DATA	2716	CO_US_Place	1/2/70 0:00	0	0	Gratitude Group	NULL	NULL	77.462861	28.653302	Bulandshahr Industrial Area	C-144		Ghaziabad	Bulandshahar	UP		India	4	19:00:00	NULL
DATA	2717	CO_US_Place	1/2/70 0:00	0	0	Keep It Real	NULL	NULL	-105.9472767	35.6596087	Meow Wolf	1352 Rufina Circle		Santa Fe		New Mexico	87505	US	1	18:00:00	NULL
DATA	2718	CO_US_Place	1/2/70 0:00	0	0	Take A Chance	NULL	NULL	-75.94229	39.598087	North East UMC	308 S. Main St.		Northeast	Cecil	MD	21901	US	3	19:30:00	NULL
DATA	2719	CO_US_Place	1/2/70 0:00	0	0	Surrender Not Struggle Group	NULL	NULL	-76.703515	39.35212	Great Life Ministries	4301 Kenshaw Avenue		Baltimore	Baltimore City	MD	21215	US	4	19:00:00	NULL
DATA	2720	CO_Place	1/2/70 0:00	0	0	The Primary Purpose Group	NULL	NULL	-76.592628	39.3416622	All Saint\'s Lutheran Church	4215 Loch Raven Boulevard		Baltimore	Baltimore City	MD	21218	US	4	19:00:00	NULL
DATA	2721	CO_US_Place	1/2/70 0:00	0	0	Saturday Night Alive	NULL	NULL	-117.670364	35.625157	Crossroads Community Church Room 2	235 North China Lake Boulevard		Ridgecrest			93555	US	7	20:00:00	NULL
DATA	2722	CO_US_Place	1/2/70 0:00	0	0	Hope Not Dope	NULL	NULL	-117.3823387	33.9756568		4495 Magnolia Avenue		Riverside			92501	US	7	18:30:00	NULL
DATA	2723	CO_US_Place	1/2/70 0:00	0	0	Morning Fix	NULL	NULL	-117.3706843	33.9935881	Riverside Community Center for Spiritual Living	3891 Ridge Rd		Riverside		CA	92501	US	7	7:00:00	NULL
DATA	2724	CO_US_Place	1/2/70 0:00	0	0	Frihedens forum	NULL	NULL	11.5607	55.436961	Aktivitetshuset	Rådhusvej 17		Sorø			4180	US	1	19:00:00	NULL
DATA	2725	CO_US_Place	1/2/70 0:00	0	0	Reality Check	NULL	NULL	-117.456015	33.942672	Alano Club	7620 Cypress Street		Riverside			92503	US	7	14:00:00	NULL
DATA	2726	CO_US_Place	1/2/70 0:00	0	0	Afternoon Fix	NULL	NULL	-117.291549	34.116527	Inland Valley Recovery Services	939 North D Street		San Bernardino		CA	92410	US	7	12:00:00	NULL
DATA	2727	CO_US_Place	1/2/70 0:00	0	0	Just for Today	NULL	NULL	-117.256338	34.1291757	Judson Baptist Church	1406 Pacific Street		San Bernardino		CA	92404	US	7	6:30:00	NULL
DATA	2728	CO_US_Place	1/2/70 0:00	0	0	Saturday Nite Live	NULL	NULL	-117.256338	34.1291757	Judson Baptist Church	1406 Pacific Street		San Bernardino		CA	92404	US	7	18:30:00	NULL
DATA	2729	CO_US_Place	1/2/70 0:00	0	0	RCSMP Meeting	NULL	NULL	-118.0035603	34.12965283	church	1605 N Sierra Way		San Bernardino		CA		US	7	11:00:00	NULL
DATA	2730	CO_US_Place	1/2/70 0:00	0	0	New Beginnings	NULL	NULL	-117.291549	34.116527		939 North D Street		San Bernardino		CA	92410	US	7	19:00:00	NULL
DATA	2731	CO_US_Place	1/2/70 0:00	0	0	Hard Won Experience	NULL	NULL	-82.5211617	37.4789973	UPIKE Chapel	147 Sycamore Street		Pikeville	Pike	Ky	41501	US	1	17:00:00	NULL
DATA	2732	CO_US_Place	1/2/70 0:00	0	0	Östersundsgruppen	NULL	NULL	14.639376	63.1794927	Gamla Tingshuset	Samuel Permans Gata 13		Östersund		Jämtland	831 31	Sverige	2	19:00:00	NULL
DATA	2733	CO_US_Place	1/2/70 0:00	0	0	Spiritual Awakening	NULL	NULL	-84.5456222	42.7122526	Bethlehem Lutheran Church	549 E Mt Hope		Lansing	Ingham	Michigan	48910	United States	6	19:00:00	NULL
DATA	2734	CO_US_Place	1/2/70 0:00	0	0	Friday Night Live	NULL	NULL	-84.569906	42.741874	Sparrow Hospital-St Lawrence Facility – Clark Conference or Fitzpatrick room	"1210 W Saginaw St, Lansing"		Lansing	Ingham	Michigan	48915	United States	6	19:00:00	NULL
DATA	2735	CO_US_Place	1/2/70 0:00	0	0	Always Here	NULL	NULL	-82.687987	27.840597	Terra Nova	7550 40th St		Pinellas Park		FL		US	4	12:00:00	NULL
DATA	2736	CO_US_Place	1/2/70 0:00	0	0	Steps To Freedom	NULL	NULL	-118.2825807	33.96647669	House of Uhuru	8005 South Figueroa		Los Angeles			90003	US	6	19:30:00	NULL
DATA	2737	CO_US_Place	1/2/70 0:00	0	0	At The End of The Road	NULL	NULL	-83.706601	42.822992	Transfiguration Lutheran Church	14176 N. Fenton Rd		Fenton		Michigan	48430	US	6	19:00:00	NULL
DATA	2738	CO_US_Place	1/2/70 0:00	0	0	Keep It Simple	NULL	NULL	-84.1730388	43.0139298	1st United Methodist Church	1500 N. Water\'s St		Owosso		Michigan	48867	US	6	19:00:00	NULL
DATA	2739	CO_US_Place	1/2/70 0:00	0	0	Recovery in Queen Creek Group	NULL	NULL	-111.6345958	33.2284704	Saving Grace Lutheran Church	24414 South Ellsworth Road		Queen Creek		AZ	85142-9543	US	6	19:00:00	NULL
DATA	2740	CO_US_Place	1/2/70 0:00	0	0	Day By Day Group	NULL	NULL	-82.35419	31.206111		401 Peneiton St.		Waycross		GA	31501	US	1	19:30:00	NULL
DATA	2741	CO_US_Place	1/2/70 0:00	0	0	Just for Today Morning Meeting	NULL	NULL	-118.286059	33.735074	Beacon House Veterans Association - Upstairs	411 West 10th Street		San Pedro		CA	90731	US	7	7:00:00	NULL
DATA	2742	CO_US_Place	1/2/70 0:00	0	0	Jens Langkniv	NULL	NULL	9.910409	57.051806	Café Væxt	Poul Paghsgade 6A		Aalborg			9000	US	1	19:00:00	NULL
DATA	2743	CO_US_Place	1/2/70 0:00	0	0	Saturday Clean Time	NULL	NULL	-118.3180051	33.8315554	Torrance Lomita Alano Club	1645 Arlington Avenue		Torrance		CA	90501	US	7	17:00:00	NULL
DATA	2744	CO_US_Place	1/2/70 0:00	0	0	Frihedsgruppen	NULL	NULL	11.8747678	54.7655327	Kirkens korshær	Jernbanegade 43		Nykøbing Falster			4800	US	1	19:00:00	NULL
DATA	2745	CO_US_Place	1/2/70 0:00	0	0	Unity Group	NULL	NULL	-97.3512823	37.6878121		918 West Second Street North		Wichita		KS	67203-6007	US	1	19:00:00	NULL
DATA	2746	CO_US_Place	1/2/70 0:00	0	0	Woman Power	NULL	NULL	12.5568196	55.6868358	Linje 14	Blågårdsplads 14		København	Nørrebro		2200	US	2	12:00:00	NULL
DATA	2747	CO_US_Place	1/2/70 0:00	0	0	Saturday Night Recovery	NULL	NULL	-118.3536199	33.8046814	Walteria Park	3855 West 242nd Street		Torrance		CA	90505	US	7	19:30:00	NULL
DATA	2748	CO_US_Place	1/2/70 0:00	0	0	Serenity On Sunday Group	NULL	NULL	-81.43399	31.370226	Blount Crossing Community Room	230 Blount Road Crossing		Darien		GA	31305	US	1	19:30:00	NULL
DATA	2749	CO_US_Place	1/2/70 0:00	0	0	Otra Oportunidad	NULL	NULL	-118.4295726	34.1868185		13605 Victory Boulevard		Van Nuys			91401	US	7	19:30:00	NULL
DATA	2750	CO_US_Place	1/2/70 0:00	0	0	Saturday Night Lite	NULL	NULL	-118.034867	33.97923	First Friends Church	13205 Philadelphia Street		Whittier			90601	US	7	20:00:00	NULL
DATA	2751	CO_US_Place	1/2/70 0:00	0	0	Wild Recovery Hike & Meeting	NULL	NULL	-118.677574	34.1515748	SoCal Location Changes Monthly - Second Saturday ONLY!							US	7	8:45:00	NULL
DATA	2752	CO_US_Place	1/2/70 0:00	0	0	Survival Group	NULL	NULL	-87.6528592	34.8172651		1614 State Street		Florence		AL		US	3	19:00:00	NULL
DATA	2753	CO_US_Place	1/2/70 0:00	0	0	NA Meeting	NULL	NULL	-8.85424815	53.51161861	Harmony Hall	"Church View, Corralea West, Tuam, Co. Galway"			Galway			Ireland	6	20:00:00	NULL
DATA	2754	CO_US_Place	1/2/70 0:00	0	0	Think it Through	NULL	NULL	-84.78479862	37.64964564	Recovery Roadhouse (Greenleaf Center)	725 South Second Street		Danville	Boyle	KY	40422	US	1	19:30:00	NULL
DATA	2755	CO_US_Place	1/2/70 0:00	0	0	Västerortsgruppen	NULL	NULL	17.9410413	59.3397737	Kyrkan vid Brommaplan	Drottningholmsvägen 400		Stockholm		Stockholm	168 73	Sverige	3	19:00:00	NULL
DATA	2757	CO_US_Place	1/2/70 0:00	0	0	Backagruppen	NULL	NULL	13.0434244	55.6115118	Fritidsgården	Dalhemsgatan 5		Malmö		Skåne	212 24	Sverige	3	19:00:00	NULL
DATA	2758	CO_US_Place	1/2/70 0:00	0	0	Bokgatan	NULL	NULL	13.01695079	55.58784476		Bokgatan 19		Malmö		Skåne	214 34	Sverige	3	19:00:00	NULL
DATA	2759	CO_US_Place	1/2/70 0:00	0	0	We Choose to Live Group	NULL	NULL	-76.9253674	41.2494525	Bethany Lutheran Church	369 Broad Street		Montoursville		PA	17754-2221	US	4	19:00:00	NULL
DATA	2760	CO_US_Place	1/2/70 0:00	0	0	Nagg	NULL	NULL	11.9647441	57.6980715	Göteborgs Räddningsmission	Vasagatan 14		Göteborg		Västra Götaland	411 24	Sverige	3	19:00:00	NULL
DATA	2761	CO_US_Place	1/2/70 0:00	0	0	Road To Recovery Group	NULL	NULL	-84.559162	33.418826	Holy Trinity Catholic Church	101 Walt Banks Rd.		Peachtree City		GA	30269	US	1	19:30:00	NULL
DATA	2762	CO_US_Place	1/2/70 0:00	0	0	NA-Partille	NULL	NULL	12.103599	57.739449	Församlingshemmet	Gamla Kronvägen 36		Partille		Västra Götaland	433 33	Sverige	3	19:00:00	NULL
DATA	2763	CO_US_Place	1/2/70 0:00	0	0	Back to Basic	NULL	NULL	-84.969944	45.352567	Petoskey Church of Christ	1727 Anderson Rd		Petoskey		Michigan		US	6	19:00:00	NULL
DATA	2764	CO_US_Place	1/2/70 0:00	0	0	5th Dimension	NULL	NULL	-76.984977	39.802658	Hanover Valley Presbyterian Church	133 Carlisle Street		Hanover		PA	17331-2407	US	4	19:00:00	NULL
DATA	2765	CO_US_Place	1/2/70 0:00	0	0	Basic Text Group	NULL	NULL	-76.719066	39.96581	Grace United Methodist Church	39 North Broad Street		York		PA	17403-1522	US	4	19:00:00	NULL
DATA	2766	CO_US_Place	1/2/70 0:00	0	0	New Beginnings Group	NULL	NULL	-75.9476636	41.5397493	Methodist Education Building	Corner Of Marion & Warren Street		Tunkhannock		PA	18657	US	4	19:00:00	NULL
DATA	2767	CO_US_Place	1/2/70 0:00	0	0	Delta Group	NULL	NULL	-76.318767	39.7295366	Delta Community Center	5 Pendyrus Street		Delta		PA	17314-9191	US	4	19:00:00	NULL
DATA	2768	CO_US_Place	1/2/70 0:00	0	0	Chetna Group	NULL	NULL	77.2052154	28.6304106	St Columbus School	Bhai Veer Singh Marg		New Delhi		DEL	110001	India	4	19:00:00	NULL
DATA	2769	CO_US_Place	1/2/70 0:00	0	0	Eastside Connection I	NULL	NULL	-82.9348222	42.4126615	Bethany Lutheran Church	5901 Cadieux St.		Detroit		MI	48224	US	6	19:00:00	NULL
DATA	2770	CO_US_Place	1/2/70 0:00	0	0	Jiyo Zindagi Group	NULL	NULL	77.089002	28.703198	"Church of Resurrection,CSC-2, Block D, Sector-6, Rohini - 110085"	"Near Mother Dairy Booth, DDA Market, Vishram Chowk Delhi, 110085"		Budhh Vihar		Delhi	110086	India	4	19:15:00	NULL
DATA	2771	CO_US_Place	1/2/70 0:00	0	0	Recovery is Possible Group	NULL	NULL	-94.9135504	39.3181698		329 Delaware		Leavenworth	Leavenworth County	KS	66048	US	1	19:00:00	NULL
DATA	2772	CO_US_Place	1/2/70 0:00	0	0	H.O.W.	NULL	NULL	-80.662071	37.125935	Highland Park Community Church	6144 Wright Avenue		Dublin	Pulaski County	VA	24084	US	4	19:00:00	NULL
DATA	2773	CO_US_Place	1/2/70 0:00	0	0	Candlelight Group	NULL	NULL	-84.305205	33.773229	First Christian Church of Decatur	601 W. Ponce de Leon Ave		Decatur	Dekalb	GA	30030	US	1	19:45:00	NULL
DATA	2774	CO_US_Place	1/2/70 0:00	0	0	Together We Can	NULL	NULL	-81.858894	26.607311	Salus Care	3763 Evans Ave		Fort Myers		Florida	33901	US	1	20:00:00	NULL
DATA	2775	CO_US_Place	1/2/70 0:00	0	0	Canyon Lake-Recovery 1st	NULL	NULL	-98.2456486	29.9306681	St Francis by the Lake Episcopal Church	13250 FM 306		Canyon Lake		Texas	78133	US	1	19:00:00	NULL
DATA	2776	CO_US_Place	1/2/70 0:00	0	0	Bordeaux Group	NULL	NULL	-86.834207	36.193375	House of Prayer Church	1909 County Hospital rd.		Nashville		Tennessee	37218	US	1	18:00:00	NULL
DATA	2777	CO_US_Place	1/2/70 0:00	0	0	Sunday Serenity	NULL	NULL	-80.1322161	26.2167193	101 Club	700 SW 10th St		Pompano Beach		FL	33060	US	1	20:00:00	NULL
DATA	2778	CO_US_Place	1/2/70 0:00	0	0	OMG (Only My Girls)	NULL	NULL	-86.864982	36.149585	5925 O\'Brien Ave	5925 O\'Brien Ave		Nashville			37209	US	1	18:30:00	NULL
DATA	2779	CO_US_Place	1/2/70 0:00	0	0	We Do Recover South	NULL	NULL	-80.80101	28.559064		4495 S Hopkins  Ave		Titusville		FL	32780	US	1	20:00:00	NULL
DATA	2780	CO_US_Place	1/2/70 0:00	0	0	Lake Ella	NULL	NULL	-84.27982402	30.46240924	Vietnam Veterans Buidling	241 Lake Ella Dr		Tallahassee		FL		US	4	12:00:00	NULL
DATA	2781	CO_US_Place	1/2/70 0:00	0	0	Courage To Change	NULL	NULL	-80.705	28.356474		415 W Merritt Island Causeway #3		Merritt Island		FL	32952	US	1	20:00:00	NULL
DATA	2782	CO_US_Place	1/2/70 0:00	0	0	Joy On Venoy	NULL	NULL	-83.3633057	42.2993149	Westland First Free Methodist Church	1421 S. Venoy Rd		Westland		MI	48186	US	6	19:00:00	NULL
DATA	2783	CO_US_Place	1/2/70 0:00	0	0	Lean on Me	NULL	NULL	-84.7265625	42.39100861	Alano Club	220 Haynes St		Cadillac				US	6	19:00:00	NULL
DATA	2784	CO_US_Place	1/2/70 0:00	0	0	Get Real	NULL	NULL	-83.7813728	42.2923206	Peace Neighborhood Center	1111 North Maple Rd.		Ann Arbor	Washtenaw	MI	48103	US	6	19:00:00	NULL
DATA	2785	CO_US_Place	1/2/70 0:00	0	0	Miracles on Puritan	NULL	NULL	-83.134587	42.409582		15941 Fairfield		Detroit		Michigan	48238	US	6	19:00:00	NULL
DATA	2786	CO_US_Place	1/2/70 0:00	0	0	"Hugs, Not Drugs"	NULL	NULL	-84.4102342	44.3505083	St. Helen Community Baptist Church	1494 N. M-76		St. Helen		MI	48656	US	6	19:00:00	NULL
DATA	2787	CO_US_Place	1/2/70 0:00	0	0	Name TBD	NULL	NULL	-81.78222656	28.57487405	1st Unitarian Church	635 Prosperity Farms Rd.		North Palm Beach		FL	33408	US	1	18:00:00	NULL
DATA	2788	CO_US_Place	1/2/70 0:00	0	0	L\'urlo nel silenzio	NULL	NULL	10.1871575	45.6997941	Sala ex-Mulino	"Via Volta, 57"		Inzino di Gardone Val Trompia	Brescia	Lombardia	25063	Italia	7	18:00:00	NULL
DATA	2789	CO_US_Place	1/2/70 0:00	0	0	Walk Your Talk	NULL	NULL	-77.7956577	35.9458229	Church of The Good Shepherd	231 North Church St		Rocky Mount	Nash	NC	27804	US	1	20:00:00	NULL
DATA	2790	CO_US_Place	1/2/70 0:00	0	0	Keep coming back	NULL	NULL	12.5584089	55.6867646	Linje 14	Blågårdsgade 14		København N			2200	US	2	14:00:00	NULL
DATA	2791	CO_US_Place	1/2/70 0:00	0	0	Pionergruppen	NULL	NULL	12.5883849	55.6705521		Store Søndervoldstræde 2		København			1419	US	2	17:30:00	NULL
DATA	2792	CO_US_Place	1/2/70 0:00	0	0	Never Alone	NULL	NULL	12.296703	55.927642	Frivilligcenteret	Fredensvej 12		Hillerød			3400	US	2	17:30:00	NULL
DATA	2793	CO_US_Place	1/2/70 0:00	0	0	Surrender to Win Group	NULL	NULL	-64.78311539	32.29420693	Wesley Methodist Church	41 Church St		Hamilton		Bermuda		US	3	21:00:00	NULL
